"ID","Study.ID","Reference","Grouping","Victim","Perpetrator","Route.Victim","Route.Perpetrator","Mechanism","Compartment","AUCR.Avg","AUCR.AvgType","AUCR.Var","AUCR.VarType","CmaxR.Avg","CmaxR.AvgType","CmaxR.Var","CmaxR.VarType","t_placebo_0","t_placebo_end","t_treatment_0","t_treatment_end","t.Unit","R.Dose.correction.factor","Comment","Dose","Dose.free.API","Dose.Unit","Route","Times.of.Administration","Times.Unit","Description","Comment.Regimen","Administered.form","Formulation.type","Infusion.duration.[min]","Water.volume.ingested.for.drug.intake.[mL]","Comment.on.administration/formulation","Fasted/Fed.state","Duration.of.fasting.before.drug.administration.[h]","Duration.of.fasting.after.drug.administration.[h]","Comment.on.food.intake"
1200,"Kyrklund 2004","https://pubmed.ncbi.nlm.nih.gov/14748817/","with Rifampicin (MD 600 mg)","Pravastatin","Rifampicin","PO","PO",NA,"Plasma",0.690845070422535,"Approx Avg",NA,NA,0.788018433179724,"Approx. Avg",NA,NA,"0","inf","113","inf","h",1,"Difference between phases: AUC(0-inf): -51.9–-0.4 [95%CI]; AUC(0-12): (-51,7 to -0,4) [95%CI]; Cmax: -24.9–5.1 [95%CI]","600",NA,"mg","PO","S0-T24-R5","h","MD OD (5 days)","MD: OD Day 1-5",NA,"Rifarm, Pharmacal, Helsinki, Finland",NA,NA,"Dosing at 4 PM daily for 5 days",NA,NA,NA,NA
1350,"Lutz 2018a","https://pubmed.ncbi.nlm.nih.gov/29569723/","Cohort 2, 2 mg Rifampicin","Midazolam","Rifampicin","PO","PO","Induction","Plasma",0.769,"GMR","0.730-0.810","90%CI",0.79,"GMR","0.738-0.846","90%CI","0","inf","228","660","h",1,NA,"2",NA,"mg","PO","S0-T24-R18","h","MD OD (18 days)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1351,"Lutz 2018a","https://pubmed.ncbi.nlm.nih.gov/29569723/","Cohort 1, 10 mg Rifampicin","Midazolam","Rifampicin","PO","PO","Induction","Plasma",0.398,"GMR","0.359-0.441","90%CI",0.516,"GMR","0.460-0.579","90%CI","0","inf","228","660","h",1,NA,"10",NA,"mg","PO","S0-T24-R18","h","MD OD (18 days)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1352,"Lutz 2018a","https://pubmed.ncbi.nlm.nih.gov/29569723/","Cohort 1, 75 mg Rifampicin","Midazolam","Rifampicin","PO","PO","Induction","Plasma",0.0916,"GMR","0.0795-0.1055","90%CI",0.149,"GMR","0.130-0.171","90%CI","0","inf","660","inf","h",1,NA,"first 10, then 75",NA,"mg","PO","S0-T24-R18 (10 mg), S432-T24-R18 (75 mg)","h","MD OD (18 days 10 mg, then 18 days 75 mg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1353,"Lutz 2018a","https://pubmed.ncbi.nlm.nih.gov/29569723/","Cohort 2, 600 mg Rifampicin","Midazolam","Rifampicin","PO","PO","Induction","Plasma",0.0859,"GMR","0.0695-0.1061","90%CI",0.139,"GMR","0.112-0.172","90%CI","0","inf","660","inf","h",1,NA,"first 2, then 600",NA,"mg","PO","S0-T24-R18 (2 mg), S432-T24-R18 (600 mg)","h","MD OD (18 days 2 mg, then 18 days 600 mg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1355,"Björkhem-Bergman 2013","https://pubmed.ncbi.nlm.nih.gov/23674608/","with Rifampicin 10 mg","Midazolam","Rifampicin","PO","PO","Induction","Plasma",0.5,"GMR",NA,NA,NA,NA,NA,NA,"0","10","336","346","h",1,"AUCR inverted from CL ratio","10",NA,"mg","PO","S0-T24-R14","h","MD OD (14 days)",NA,NA,"Rifadin oral suspension",NA,NA,NA,NA,NA,NA,NA
1356,"Björkhem-Bergman 2013","https://pubmed.ncbi.nlm.nih.gov/23674608/","with Rifampicin 20 mg","Midazolam","Rifampicin","PO","PO","Induction","Plasma",0.384615384615385,"GMR",NA,NA,NA,NA,NA,NA,"0","10","336","346","h",1,"AUCR inverted from CL ratio","20",NA,"mg","PO","S0-T24-R14","h","MD OD (14 days)",NA,NA,"Rifadin oral suspension",NA,NA,NA,NA,NA,NA,NA
1357,"Björkhem-Bergman 2013","https://pubmed.ncbi.nlm.nih.gov/23674608/","with Rifampicin 100 mg","Midazolam","Rifampicin","PO","PO","Induction","Plasma",0.25,"GMR",NA,NA,NA,NA,NA,NA,"0","10","336","346","h",1,"AUCR inverted from CL ratio","100",NA,"mg","PO","S0-T24-R14","h","MD OD (14 days)",NA,NA,"Rifadin oral suspension",NA,NA,NA,NA,NA,NA,NA
1362,"Chattopadhyay 2018","https://pubmed.ncbi.nlm.nih.gov/30171692/","with Perpetrator (Rifampicin)","Midazolam","Rifampicin","PO","PO","Induction","Plasma",0.141,"GMR","28.8","geom. CV%",0.138,"GMR","20.8","geom. CV%","0","inf","168","inf","h",1,"Subjects received a single dose of vilaprisan 4 mg simultaneously with midazolam.","600",NA,"mg","PO","0-24-48-72-96-120-144-180-192-216-240","h","MD OD (11 days)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392,"Ahonen 1997","https://pubmed.ncbi.nlm.nih.gov/9049584/","Midazolam with perpetrator fluconazole i.v","Midazolam","Fluconazole","PO","IV","Reversible_Inhibition","Plasma",3.08,"Approx. Avg",NA,NA,1.786,"Approx. Avg",NA,NA,"1","18","1","18","h",NA,NA,"400",NA,"mg","IV","0","h","SD",NA,NA,NA,60,NA,NA,"Fasted",NA,NA,NA
1393,"Ahonen 1997","https://pubmed.ncbi.nlm.nih.gov/9049584/","Midazolam with perpetrator fluconazole oral","Midazolam","Fluconazole","PO","PO","Reversible_Inhibition","Plasma",3.41,"Approx. Avg",NA,NA,2.296,"Approx. Avg",NA,NA,"1","18","1","18","h",NA,NA,"400",NA,"mg","PO","0","h","SD",NA,NA,"Diflucan ",NA,150,NA,"Fasted",NA,NA,NA
1394,"Varhe 1996c","https://pubmed.ncbi.nlm.nih.gov/8904618/","Triazolam with perpetrator fluconazole 50mg ","Triazolam","Fluconazole","PO","PO","Reversible_Inhibition","Plasma",1.587,"Approx. Avg",NA,NA,1.467,"Approx. Avg",NA,NA,"73","92","73","92","h",NA,NA,"50",NA,"mg","PO","0-24-48-72","h","MD for 4 days","victim administered 1 h after last dose",NA,"Diflucan ",NA,150,NA,"Fasted",NA,NA,NA
1395,"Varhe 1996c","https://pubmed.ncbi.nlm.nih.gov/8904618/","Triazolam with perpetrator fluconazole 100mg ","Triazolam","Fluconazole","PO","PO","Reversible_Inhibition","Plasma",1.99,"Approx. Avg",NA,NA,1.4,"Approx. Avg",NA,NA,"73","92","73","92","h",NA,NA,"100",NA,"mg","PO","0-24-48-73","h","MD for 4 days","victim administered 1 h after last dose",NA,"Diflucan ",NA,150,NA,"Fasted",NA,NA,NA
1396,"Varhe 1996c","https://pubmed.ncbi.nlm.nih.gov/8904618/","Triazolam with perpetrator fluconazole 200mg ","Triazolam","Fluconazole","PO","PO","Reversible_Inhibition","Plasma",3.652,"Approx. Avg",NA,NA,2.33,"Approx. Avg",NA,NA,"73","92","73","92","h",NA,NA,"200",NA,"mg","PO","0-24-48-74","h","MD for 4 days","victim administered 1 h after last dose",NA,"Diflucan ",NA,150,NA,"Fasted",NA,NA,NA
1398,"Palkama 1998","https://pubmed.ncbi.nlm.nih.gov/9661572/","Alfentanil with perpetrator fluconazole i.v.","Alfentanil","Fluconazole","IV","IV","Reversible_Inhibition","Plasma",2.07,"Approx. Avg",NA,NA,1.2,"Approx. Avg",NA,NA,"1","11","1","11","h",NA,NA,"400",NA,"mg","IV","0","h","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1399,"Palkama 1998","https://pubmed.ncbi.nlm.nih.gov/9661572/","Alfentanil with perpetrator fluconazole po","Alfentanil","Fluconazole","IV","PO","Reversible_Inhibition","Plasma",1.97,"Approx. Avg",NA,NA,1.04,"Approx. Avg",NA,NA,"1","11","1","11","h",NA,NA,"400",NA,"mg","PO","0","h","SD",NA,NA,"Diflucan",NA,NA,NA,"Fasted",NA,NA,NA
895,"Burstein 2000","https://pubmed.ncbi.nlm.nih.gov/11180020/","After St John’s Wort","Carbamazepine","St John's Wort","PO","PO","Induction","Plasma",0.9976024,"GMR","1.179883","Geom. SD",1.053142,"GMR","1.241582","Geom. SD","480","504","816","840","h",NA,NA,"300",NA,"mg","PO","S504-T8-R42","h","MD","The St John’s Wort preparation used in this study was standardized to 0.3% hypericin (confirmed in our laboratory with a United States Pharmacopeia/National Formulary method)",NA,NA,NA,NA,NA,"Fed",NA,NA,NA
900,"Dalton 1985a","https://pubmed.ncbi.nlm.nih.gov/3987645/","Treatment with cimetidine","Carbamazepine","Cimetidine","PO","PO","Reversible_Inhibition","Plasma",1.254777,"Approx. Avg",NA,NA,NA,NA,NA,NA,"0","inf","48","inf","h",NA,NA,"300",NA,"mg","PO","(S0-T24-R9)-(S4-T24-R9)-(S8-T24-R9)-(S16-T24-R9)","h","MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,"Barzaghi 1987","https://pubmed.ncbi.nlm.nih.gov/3440106/","With erythromycin","Carbamazepine","Erythromycin","PO","PO","Mechanism_based_Inactivation","Serum",1.319647,"Approx. Avg",NA,NA,0.9615385,"Approx. Avg",NA,NA,"0","inf","144","inf","h",1,NA,"500",NA,"mg","PO","S0-T8-R30","h","MD","Time of carbamazepine administration relative to erythromycin administration not reported","Erythromycin stearate",NA,NA,NA,NA,NA,NA,NA,NA
959,"Ji 2008","https://pubmed.ncbi.nlm.nih.gov/18519918/","Efavirenz + Carbamazepine, treatment (Arm 1)","Efavirenz","Carbamazepine","PO","PO","Induction","Plasma",0.64,"GMR","0.60-0.68","90%CI",0.79,"GMR","0.74-0.85","90%CI","312","336","816","840","h",1,NA,"200/400",NA,"mg","PO","Days15-17: S336-T24-R3; Days18-20: S408-T12-R6; Days21-35: S480-T24-R15","h","MD",NA,"tablets of 200-mg strength (Novartis Pharmaceuticals Co, East Hanover, New Jersey)",NA,NA,NA,NA,"Fasted","2","2","No food for at least 2h before and after dosing"
961,"Ji 2008","https://pubmed.ncbi.nlm.nih.gov/18519918/","Carbamazepine + Efavirenz, treatment (Arm 2)","Carbamazepine","Efavirenz","PO","PO","Induction","Plasma",0.73,"GMR","0.67-0.80","90%CI",0.8,"GMR","0.76-0.85","90%CI","480","504","816","840","h",1,NA,"600",NA,"mg","PO","S504-T24-R14","h","MD",NA,"tablets of 600-mg strength (Bristol-Myers Squibb Co, Princeton, New Jersey)",NA,NA,NA,NA,"Fasted","2","2","No food for at least 2h before and after dosing"
1157,"Miles 1989","https://pubmed.ncbi.nlm.nih.gov/2911854/","300 mg CBZ during ERY","Carbamazepine","Erythromycin","PO","PO","Mechanism_based_Inactivation","Serum",1.272997,"GMR",NA,NA,1.0927027,"GMR",NA,NA,"312","336","384","408","h",1,"GMR calculated from reported individual values","250",NA,"mg","PO","S336-T6-R12","h","MD QID (3 days)","MD QID (Day 15-17)",NA,"ERY base (ERYC, lot no. CL102037; Warner-Lambert, Ann Arbor, MI, USA)",NA,NA,NA,"fasted","12","4","Fasting of 12h only for morning of Day 14 + 17. During the control and treament admissions standardized caffeine-free, low fat diets were provided beginning 4h after the CBZ dose."
1158,"Miles 1989","https://pubmed.ncbi.nlm.nih.gov/2911854/","400 mg CBZ during ERY","Carbamazepine","Erythromycin","PO","PO","Mechanism_based_Inactivation","Serum",1.423285,"GMR",NA,NA,0.9979275,"GMR",NA,NA,"312","336","384","408","h",1,"GMR calculated from reported individual values","250",NA,"mg","PO","S336-T6-R12","h","MD QID (3 days)","MD QID (Day 15-17)",NA,"ERY base (ERYC, lot no. CL102037; Warner-Lambert, Ann Arbor, MI, USA)",NA,NA,NA,"fasted","12","4","Fasting of 12h only for morning of Day 14 + 17. During the control and treament admissions standardized caffeine-free, low fat diets were provided beginning 4h after the CBZ dose."
1154,"Wong 1983","https://pubmed.ncbi.nlm.nih.gov/6831824/","Treatment A (with erythromycin)","Carbamazepine","Erythromycin","PO","PO","Mechanism_based_Inactivation","Plasma",1.239669,"Approx. Avg",NA,NA,NA,NA,NA,NA,"0","inf","120","inf","h",1,"AUCR calculated from reported model-dependent CL values; using the reported model-independent CL values yields an AUCR of 1.201","250",NA,"mg","PO","S0-T6-R32","h","MD","Time of carbamazepine administration relative to erythromycin administration not reported",NA,NA,NA,NA,NA,NA,NA,NA,NA
1457,"Furukori 1998","https://pubmed.ncbi.nlm.nih.gov/9536449/","treatment with carbamazepine","Alprazolam","Carbamazepine","PO","PO","Induction","Plasma",0.4225352,"Approx. Avg",NA,NA,1.111111,"Approx. Avg",NA,NA,"0","inf","170","inf","h",1,NA,"300",NA,"mg","PO","S0-T8-R30","h","MD",NA,NA,"Tegretol (Novartis Pharma, Tokyo, Japan)",NA,NA,NA,NA,NA,NA,NA
1460,"Lutz 2018b","https://pubmed.ncbi.nlm.nih.gov/29569712/","Cohort 1, 300 mg carbamazepine BID","Midazolam","Carbamazepine","PO","PO","Induction","Plasma",0.211,"GMR","0.183-0.244","90%CI",0.318,"GMR","0.281-0.361","90%CI","0","inf","404","inf","h",1,NA,"100, then escalated to 300",NA,"mg","PO","S0-T12-R52","h","MD","BID over 26 days; initiated at 100 mg BID and escalated to final 300 mg BID over 1 week",NA,NA,NA,NA,"For modeling, the following dosing regimen was assumed: Day 1 - 2: 100 mg BID; Day 3 - 4: 200 mg BID; thereafter: 300 mg BID",NA,NA,NA,NA
3003,"Verstuyft 2003","https://pubmed.ncbi.nlm.nih.gov/12545143/","0.5mg with dipyridamole","Digoxin","Dipyridamole","PO","PO",NA,"Plasma",1.07763061074319,"Approx. Avg",NA,NA,1.23333333333333,"Approx. Avg",NA,NA,"0","inf","48","inf","h",NA,NA,"75",NA,"mg","PO","75mg: 0-3-24-27; 150mg: 12-36-48","h","MD: BID 75mg (2 days); OD 150mg (3 days)","MD: BID 75mg Day 1-2; OD 150mg Day 1-3","tablet","dipyridamole (Persantine; Boehringer Ingelheim, Neuilly sur Seine, France)",NA,NA,NA,NA,NA,NA,"overnight fast on Day 3"
3014,"Ding 2004","https://pubmed.ncbi.nlm.nih.gov/15229466/","0.5mg iv with ritonavir","Digoxin","Ritonavir","IV","PO",NA,"Plasma",1.86363636363636,"Approx. Avg",NA,NA,NA,NA,NA,NA,"0","inf","48.33","inf","h",NA,NA,"300",NA,"mg","PO","S0-T12-R22","h","MD BID (11 days)","MD BID (Day 1-11)",NA,"300 mg ritonavir (Norvir; Abbott Laboratories, Abbott Park, Ill)",NA,NA,NA,NA,NA,NA,NA
3022,"Lalonde 1985","https://pubmed.ncbi.nlm.nih.gov/3978996/","0.01mg/kg charcoal","Digoxin","Charcoal","IV","PO",NA,"Plasma",NA,NA,NA,NA,NA,NA,NA,NA,"0","inf","0","inf","h",NA,NA,"25",NA,"mg","PO","(S0-T4-R5)-22-28-34-40","h","MD","MD",NA,"activated charcoal slurry",NA,NA,NA,NA,NA,NA,NA
3025,"Rengelshausen 2003","https://pubmed.ncbi.nlm.nih.gov/12848773/","0.75mg/kg po with clarithromycin","Digoxin","Clarithromycin","PO","PO",NA,"Plasma",1.64285714285714,"Approx Avg","7,0; 12","95% CI (diff.)",1.83333333333333,"Approx. Avg","1,6; 3,9","95% CI (diff.)","0","inf","24.5","48.5","h",NA,NA,"250",NA,"mg","PO","S0-T12-R6","h","MD BID (3 days)","MD BID Day 1-3",NA,"Klacid® tablets, Abbott GmbH, Wiesbaden, Germany",NA,NA,"Klacid® tablets were encapsulated into hard gelatine capsules by the hospital pharmacy to match the corresponding placebo capsules filled with lactose.",NA,NA,NA,"Food or beverages containing alcohol or caffeine were not allowed from 12 h before clarithromycin administration until the last blood sample was drawn."
3028,"Tsutsumi 2002","https://pubmed.ncbi.nlm.nih.gov/12362931/","0.5mg iv with erythromycin","Digoxin","Erythromycin","IV","PO","Reversible_Inhibition","Plasma",0.955,"Approx Avg",NA,NA,0.989010989010989,"Approx. Avg",NA,NA,"0","inf","24","inf","h",1,NA,"200",NA,"mg","PO","S0-T6-R20","h","MD QID (5 days)","MD QID Day 1-5",NA,"Erythrocin®, Dainippon Pharmaceutical Co., Osaka, Japan",NA,NA,NA,NA,NA,NA,NA
3029,"Tsutsumi 2002","https://pubmed.ncbi.nlm.nih.gov/12362931/","0.5mg iv with clarithromycin","Digoxin","Clarithromycin","IV","PO","Reversible_Inhibition","Plasma",0.98,"Approx Avg",NA,NA,0.989010989010989,"Approx. Avg",NA,NA,"0","inf","24","inf","h",1,NA,"200",NA,"mg","PO","S0-T12-R10","h","MD BID (5 days)","MD BID Day 1-5",NA,"Klaricid®, Dainippon Pharmaceutical Co., Osaka, Japan",NA,NA,NA,NA,NA,NA,NA
3031,"Tsutsumi 2002","https://pubmed.ncbi.nlm.nih.gov/12362931/","0.5mg iv with erythromycin","Digoxin","Erythromycin","IV","PO","Reversible_Inhibition","Urine",0.716678805535324,"Approx Avg",NA,NA,NA,NA,NA,NA,"0","inf","24","inf","h",1,"1/CLR ratio","200",NA,"mg","PO","S0-T6-R20","h","MD QID (5 days)","MD QID Day 1-5",NA,"Erythrocin®, Dainippon Pharmaceutical Co., Osaka, Japan",NA,NA,NA,NA,NA,NA,NA
3032,"Tsutsumi 2002","https://pubmed.ncbi.nlm.nih.gov/12362931/","0.5mg iv with clarithromycin","Digoxin","Clarithromycin","IV","PO","Reversible_Inhibition","Urine",0.736526946107784,"Approx Avg",NA,NA,NA,NA,NA,NA,"0","inf","24","inf","h",1,"1/CLR ratio","200",NA,"mg","PO","S0-T12-R10","h","MD BID (5 days)","MD BID Day 1-5",NA,"Klaricid®, Dainippon Pharmaceutical Co., Osaka, Japan",NA,NA,NA,NA,NA,NA,NA
3034,"Becquemont 2001","https://pubmed.ncbi.nlm.nih.gov/11673746/","0.5mg po with grapefruit juice","Digoxin","Grapefruit Juice","PO","PO",NA,"Plasma",1.08577094695092,"Approx Avg",NA,NA,1.22727272727273,"Approx. Avg",NA,NA,"0.5","inf","0","12","h",NA,NA,"220 (0-4-8-12h); 50 (0,5h)",NA,"ml","PO","0-0,5-4-8-12","h","MD (1 day)","MD: 0-4-8-12h: 220ml, 0,5h: 50ml ",NA,"reconstituting frozen concentrated juice (Picard, France) from a single batch to regular strength. 200ml of concentrated juice was extemporaneously added to 600ml of water. Concentrated juice is made from Israeli white grapefruit by GAT Food Canneries (Israel) [brand name Jaffa Champion, distributed by Picard (France)] ",NA,NA,"220 mL of grapefruit 30 min before administration of digoxin and 3,5h, 7,5h and 11,5h after admin","Fasted","overnight","4","standard meal after 4 and 10 hours dosing"
3036,"Eckermann 2012","https://pubmed.ncbi.nlm.nih.gov/21257799/","0.25mg po with roflumilast","Digoxin","Roflumilast","PO","PO",NA,"Plasma",1.01,"geom. Mean","(0.92-1.11)","90%CI",1.15,"geom. Mean","(0.99-1.34)","90%CI","0","inf","312","inf","h",NA,NA,"500",NA,"µg","PO","S0-T24-R14","h","MD OD (14 days)","MD OD (Day 1-14)",NA,"roflumilast (500 μg, Nycomed, Germany; formerly Altana)",NA,240,NA,"fasted","10",NA,NA
3044,"Martin 1997","https://pubmed.ncbi.nlm.nih.gov/9205830/","0.6mg po with Eprosartan","Digoxin","Eprosartan","PO","PO",NA,"Plasma",1.01,"geom. Mean","[0,81; 1,26]","90% CI",1,"geom. Mean","[0,86; 1,17]","90% CI","0","inf","72","168","h",NA,NA,"200",NA,"mg","PO","S0-T12-R14","h","MD BID (7 days)","MD BID Day 1-7",NA,NA,NA,NA,NA,NA,NA,NA,NA
3046,"Oosterhuis 1991","https://pubmed.ncbi.nlm.nih.gov/1954072/","1mg po with omeprazole","Digoxin","Omeprazole","PO","PO",NA,"Plasma",1.13247172859451,"Approx Avg","98-128","90% CI",1.05527638190955,"Approx. Avg","85-126","90% CI","0","inf","170","inf","h",NA,"AUC(0,96): 90%CI: 103-119","20",NA,"mg","PO","S0-T24-R11","h","MD OD (11 days)","MD OD Day 1-11","capsule","capsule containing 20mg omeprazole as enteric coated granules (batch no. HC8582)",NA,200,NA,"Fasted",NA,NA,"Each capsule was swallowed at 08.00 h with 200 ml of water before breakfast"
3048,"Ragueneau 1999","https://pubmed.ncbi.nlm.nih.gov/10510161/","0.5mg po with macrogol 4000","Digoxin","Macrogol 4000","PO","PO",NA,"Plasma",0.703180212014134,"Approx Avg","70,3 [62 to 79]","90% CI",0.56,"Approx. Avg","58,6 [49 to 70]","90% CI","0","inf","96","inf","h",NA,"AUC(0,t): 90% CI: 70.0 [61 to 80]","20",NA,"g",NA,"S0-T24-R8","h","MD OD (8 days)","MD OD Day 1-8",NA,"Macrogol 4000 (Forlax® - laxative polymer)",NA,NA,NA,NA,NA,NA,NA
3050,"Tayrouz 2003","https://pubmed.ncbi.nlm.nih.gov/12732840/","0.5mg po with Cremophor RH40","Digoxin","Cremophor Rh40","PO","PO",NA,"Plasma",1.1447619047619,"Approx Avg",NA,NA,1.14,"Approx. Avg",NA,NA,"0","inf","24","33","h",NA,NA,"600",NA,"mg","PO","0-4-8-(S24-T8-25)","h","MD TID (9 days), SD (1 day)","MD TID (Day 1-9), SD (Day 10)","capsule","Cremophor RH40, BASF, Burgbernheim, Germany",NA,220,"capsules prepared by Hospital Pharmacy by putting together one Lanicor tablet with the appropriate amount of Cremophor RH40 or placebo into a hard gelatin capsule.",NA,NA,NA,"overnight fast before DIG administration"
3052,"Westphal 2000","https://pubmed.ncbi.nlm.nih.gov/10945310/","0.5mg po with talinolol p.o.","Digoxin","Talinolol","PO","PO",NA,"Plasma",1.17826086956522,"Approx. Avg",NA,NA,1.44559585492228,"Approx. Avg",NA,NA,"0","inf","0","inf","h",NA,NA,"100",NA,"mg","PO","0","h","SD","SD",NA,NA,NA,100,"The tablets were given with 100 mL tap water (room temperature). The subjects had to fast and to remain in the supine position with a raised upper body (30 degrees) for 5 hours.","fasted","overnight","5","Subjects were advised to consume a standard diet on the pharmacokinetic study days, and smoking was not allowed."
3053,"Westphal 2000","https://pubmed.ncbi.nlm.nih.gov/10945310/","0.5mg po with talinolol i.v.","Digoxin","Talinolol","PO","PO",NA,"Plasma",1.04782608695652,"Approx. Avg",NA,NA,1.09844559585492,"Approx. Avg",NA,NA,"0","inf","0","inf","h",NA,NA,"30",NA,"mg","IV","0","h","SD","SD","30mg talinolol in 250ml saline solution infused","talinolol (Cordanum, Arzneimittelwerk Dresden GmbH, Germany)",120,NA,NA,"fasted","overnight","5","Subjects were advised to consume a standard diet on the pharmacokinetic study days, and smoking was not allowed."
3056,"Friedrich 2011","https://pubmed.ncbi.nlm.nih.gov/21340661/","0.25mg po md with linagliptin","Digoxin","Linagliptin","PO","PO",NA,"Plasma",101.51,"geom mean","96,89-106,36","two-sided 90% CI",94.21,"geom mean","86,62-102,46","two-sided 90% CI","0","240","120","240","h",NA,"Intra-individual gCV (%): AUC: 8,5; Cmax 15,4","5",NA,"mg","PO","S120-T24-R6","h","MD OD (6 days)","MD OD Day 6-11",NA,"Boehringer Ingelheim Pharma GmbH; 5 mg tablet",NA,240,"administered between 0700 and 0800 h","Fasted","overnight","2","Water was allowed ad libitum except for 1 h before and after drug administration. Standardized meals were served at 2, 4.25, 10.5 and 13 h following drug administration on in-house days."
3060,"Kirch 1986","https://pubmed.ncbi.nlm.nih.gov/3943268/","2x0.25mg po md with nifedipine","Digoxin","Nifedipine","PO","PO",NA,"Plasma",1.17913385826772,"Approx Avg",NA,NA,1.08252427184466,"Approx Avg",NA,NA,"0","1020","672","832","h",NA,NA,"20",NA,"mg",NA,"S672-T8-R21","h","MD TID (7 days)","MD TID (Day 29-35)",NA,NA,NA,NA,NA,NA,NA,NA,NA
3063,"Rodin 1988","https://pubmed.ncbi.nlm.nih.gov/2967742/","2x0.25mg po md with verapamil","Digoxin","Verapamil","PO","PO","Mechanism_based_Inactivation","Plasma",1.5031847133758,"Approx Avg",NA,NA,1.44,"Approx Avg",NA,NA,"312","324","312","324","h",1,NA,"80","74.06","mg","PO","S0-T12-R8, S96-T8-R30","h","MD: 80mg BID (4 days), 80mg TID (10 days)","MD: 80mg BID (Day 14-17), 80mg TID (Day 18-27)",NA,NA,NA,NA,NA,NA,NA,NA,"On Day 14 fasted"
3065,"Rodin 1988","https://pubmed.ncbi.nlm.nih.gov/2967742/","2x0.25mg po md with isradipine","Digoxin","Isradipine","PO","PO",NA,"Plasma",1.10691823899371,"Approx Avg",NA,NA,1.26086956521739,"Approx Avg",NA,NA,"312","324","312","324","h",1,NA,"2,5 / 5",NA,"mg","PO","2,5mg: S0-T12-R4; 5mg: (S48-T12-R4)-(S96-T8-R30)","h","MD: 2,5mg BID (2 days), 5mg BID (2 days), 5mg TID (10 days)","MD: 2,5mg BID (Day 14-15), 5mg BID (Day 16-17), 5mg TID (Day 18-27)",NA,NA,NA,NA,NA,NA,NA,NA,"On Day 14 fasted"
3067,"Vaidyanathan 2008","https://pubmed.ncbi.nlm.nih.gov/18784280/","0.25mg po pd with aliskiren","Digoxin","Aliskiren","PO","PO",NA,"Plasma",1.02,"Geom. Mean Ratio","(0.93, 1.13)","90% CI",0.98,"Geom. Mean Ratio","(0.8, 1.19)","90% CI","0","192","216","360","h",NA,NA,"300",NA,"mg","PO","S216-T24-R7","h","MD OD (7 days)","MD OD Day 27-33",NA,NA,NA,240,NA,"Fasted","10",NA,NA
3077,"Sanofi-Aventis 2009","https://www.accessdata.fda.gov/drugsatfda_docs/nda/2009/022425s000_ClinPharm_P2.pdf","0.25mg md QD with dronedarone 400mg bid","Digoxin","dronedarone","PO","PO",NA,"Plasma",2.57,"geom. Mean Ratio","[2,21; 2,98]","90% CI",1.75,"geom. Mean Ratio","[1,58; 1,93]","90% CI","0","216","0","216","h",NA,"geometric mean ratio: digoxin + dronedarone/digoxin alone","400",NA,"mg","PO","S0-T12-R20","h","MD: BID (10 days)","MD: BID (Day 1-10)",NA,"400 mg tablet (2E3), batch number CL-04530",NA,NA,NA,NA,NA,NA,NA
3078,"Qiu 2010","https://ascpt.onlinelibrary.wiley.com/doi/epdf/10.1038/clpt.2009.277","0.125mg md QD with dimebon 20mg TID","Digoxin","dimebon","PO","PO",NA,"Plasma",99.1,"adjusted geom. Mean Ratio","93,51; 105.05","90% CI",0.955592105263158,"Approx. Avg",NA,NA,"0","312","0","312","h",NA,NA,"10; 20",NA,"mg","PO","10mg: S0-T8-21; 20mg: S168-T8-R21","h","MD: 10mg TID (7 days), 20mg TID (7 days)","MD: 10mg TID (Day 1-7), 20mg TID (Day 8-14)",NA,"Dimebon (latrepirdine)",NA,NA,NA,NA,NA,NA,NA
6110,"Balogh 1995","https://pubmed.ncbi.nlm.nih.gov/7589032/","Caffeine + Ethinylestradiol","Caffeine","Ethinylestradiol","PO","PO",NA,"Plasma",2.13,NA,NA,NA,1.15,NA,NA,NA,"480","inf","480","inf","h",NA,NA,"0.03",NA,"mg","PO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10027,"Yu 2001","https://pubmed.ncbi.nlm.nih.gov/11309556/","EM Moclobemide + Omeprazole","Moclobemide ","Omeprazole","PO","PO",NA,"Plasma",1.31,NA,NA,NA,1.11,NA,NA,NA,"0","inf","0","inf","h",NA,NA,"40",NA,"mg","PO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11048,"Cho 2002","https://pubmed.ncbi.nlm.nih.gov/11966672/","EM + moclobemide","Omeprazole","Moclobemide","PO","PO",NA,"Plasma",2.05,NA,NA,NA,1.67,NA,NA,NA,"0","inf","0","inf","h",NA,"EM","300",NA,"mg","PO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
